ID,label,weight_gr,color,season,origin
cucumber_478,Cucumber,154,Green,Fall,Brazil
cucumber_479,Cucumber,133,Green,Summer,Spain
cucumber_480,Cucumber,159,Green,Spring,Turkey
cucumber_481,Cucumber,164,Green,Fall,Turkey
cucumber_482,Cucumber,122,Green,Summer,USA
cucumber_483,Cucumber,128,Green,Summer,USA
cucumber_484,Cucumber,163,Green,Fall,Turkey
cucumber_485,Cucumber,154,Yellow,Summer,Spain
cucumber_486,Cucumber,172,Green,Spring,Turkey
cucumber_487,Cucumber,164,Green,Fall,USA
cucumber_488,Cucumber,180,Green,Spring,Brazil
cucumber_489,Cucumber,151,Green,Summer,Brazil
cucumber_490,Cucumber,128,Green,Spring,Spain
cucumber_491,Cucumber,178,Green,Summer,Turkey
cucumber_492,Cucumber,151,Green,Fall,USA
cucumber_493,Cucumber,124,Brown,Summer,USA
cucumber_494,Cucumber,120,Yellow,Fall,Spain
cucumber_495,Cucumber,178,Green,Fall,Turkey
cucumber_496,Cucumber,133,Green,Winter,Turkey
cucumber_497,Cucumber,142,Green,Spring,Brazil
cucumber_498,Cucumber,171,Green,Fall,Spain
cucumber_499,Cucumber,164,Green,Summer,Turkey
cucumber_500,Cucumber,161,Green,Summer,USA
cucumber_501,Cucumber,160,Green,Summer,Turkey
cucumber_502,Cucumber,129,Green,Spring,Turkey
cucumber_503,Cucumber,164,Green,Spring,USA
cucumber_504,Cucumber,121,Green,Spring,Turkey
cucumber_505,Cucumber,130,Yellow,Summer,Turkey
cucumber_506,Cucumber,178,Green,Spring,USA
cucumber_507,Cucumber,166,Green,Spring,USA
cucumber_508,Cucumber,123,Green,Summer,Turkey
cucumber_509,Cucumber,146,Brown,Summer,Turkey
cucumber_510,Cucumber,174,Green,Fall,Turkey
cucumber_511,Cucumber,162,Green,Spring,Spain
cucumber_512,Cucumber,140,Yellow,Spring,Turkey
cucumber_513,Cucumber,173,Green,Spring,Turkey
cucumber_514,Cucumber,135,Green,Fall,Turkey
cucumber_515,Cucumber,180,Green,Summer,USA
cucumber_516,Cucumber,165,Green,Spring,Turkey
cucumber_517,Cucumber,156,Green,Spring,Turkey
cucumber_518,Cucumber,125,Green,Spring,Turkey
cucumber_519,Cucumber,137,Green,Summer,Turkey
cucumber_520,Cucumber,142,Green,Spring,Turkey
cucumber_521,Cucumber,155,Yellow,Spring,Brazil
cucumber_522,Cucumber,158,Yellow,Fall,Turkey
cucumber_523,Cucumber,134,Green,Summer,USA
cucumber_524,Cucumber,137,Yellow,Summer,USA
cucumber_525,Cucumber,141,Green,Summer,Spain
cucumber_526,Cucumber,161,Green,Spring,Turkey
cucumber_527,Cucumber,161,Green,Summer,Turkey
cucumber_528,Cucumber,180,Green,Summer,Spain
cucumber_529,Cucumber,178,Green,Winter,USA
cucumber_530,Cucumber,136,Green,Summer,Turkey
cucumber_531,Cucumber,150,Green,Summer,Turkey
cucumber_532,Cucumber,123,Green,Fall,Spain
cucumber_533,Cucumber,136,Green,Summer,Turkey
cucumber_534,Cucumber,147,Yellow,Winter,Turkey
cucumber_535,Cucumber,123,Green,Fall,Spain
cucumber_536,Cucumber,162,Green,Spring,Brazil
cucumber_537,Cucumber,146,Brown,Spring,Turkey
cucumber_538,Cucumber,179,Green,Summer,Spain
cucumber_539,Cucumber,151,Green,Summer,Turkey
cucumber_540,Cucumber,132,Green,Summer,Turkey
cucumber_541,Cucumber,173,Green,Summer,Turkey
cucumber_542,Cucumber,162,Green,Summer,USA
cucumber_543,Cucumber,144,Green,Winter,Turkey
cucumber_544,Cucumber,128,Yellow,Spring,Spain
cucumber_545,Cucumber,158,Green,Fall,USA
cucumber_546,Cucumber,143,Green,Summer,Spain
cucumber_547,Cucumber,121,Green,Summer,USA
cucumber_548,Cucumber,180,Green,Fall,Spain
cucumber_549,Cucumber,156,Green,Summer,Spain
cucumber_550,Cucumber,131,Green,Spring,Brazil
cucumber_551,Cucumber,141,Green,Fall,Brazil
cucumber_552,Cucumber,144,Green,Summer,Brazil
cucumber_553,Cucumber,157,Green,Fall,Spain
cucumber_554,Cucumber,178,Green,Spring,Turkey
cucumber_555,Cucumber,158,Yellow,Spring,Turkey
cucumber_556,Cucumber,164,Green,Fall,Turkey
cucumber_557,Cucumber,134,Yellow,Spring,Turkey
cucumber_558,Cucumber,153,Green,Fall,Brazil
cucumber_559,Cucumber,178,Green,Fall,Spain
cucumber_560,Cucumber,154,Green,Fall,Turkey
cucumber_561,Cucumber,142,Green,Spring,Turkey
cucumber_562,Cucumber,124,Yellow,Fall,USA
cucumber_563,Cucumber,141,Green,Spring,Spain
cucumber_564,Cucumber,127,Green,Winter,Turkey
cucumber_565,Cucumber,130,Green,Spring,Turkey
cucumber_566,Cucumber,173,Yellow,Winter,Spain
cucumber_567,Cucumber,120,Yellow,Winter,Spain
cucumber_568,Cucumber,121,Green,Summer,Turkey
cucumber_569,Cucumber,170,Green,Summer,Turkey
cucumber_570,Cucumber,163,Green,Fall,Spain
cucumber_571,Cucumber,123,Green,Fall,USA
cucumber_572,Cucumber,162,Green,Winter,Turkey
cucumber_573,Cucumber,171,Green,Spring,Turkey
cucumber_574,Cucumber,127,Green,Fall,Turkey
cucumber_575,Cucumber,145,Green,Winter,Turkey
cucumber_576,Cucumber,175,Green,Spring,USA
cucumber_577,Cucumber,150,Green,Spring,Spain
cucumber_578,Cucumber,130,Green,Spring,Turkey
cucumber_579,Cucumber,165,Green,Summer,Spain
cucumber_580,Cucumber,154,Green,Summer,Turkey
cucumber_581,Cucumber,175,Yellow,Summer,USA
cucumber_582,Cucumber,131,Green,Winter,Brazil
cucumber_583,Cucumber,172,Green,Summer,Turkey
cucumber_584,Cucumber,132,Green,Fall,Brazil
cucumber_585,Cucumber,173,Green,Fall,Turkey
cucumber_586,Cucumber,177,Green,Winter,Spain
cucumber_587,Cucumber,142,Green,Winter,Turkey
cucumber_588,Cucumber,144,Green,Summer,Turkey
cucumber_589,Cucumber,133,Green,Spring,Spain
cucumber_590,Cucumber,165,Green,Summer,Turkey
cucumber_591,Cucumber,175,Green,Summer,Turkey
cucumber_592,Cucumber,172,Brown,Spring,Spain
cucumber_593,Cucumber,142,Green,Summer,Turkey
cucumber_594,Cucumber,168,Green,Fall,Turkey
cucumber_595,Cucumber,180,Green,Summer,Spain
cucumber_596,Cucumber,163,Green,Fall,Turkey
cucumber_597,Cucumber,162,Green,Spring,USA
cucumber_598,Cucumber,169,Green,Spring,Turkey
cucumber_599,Cucumber,138,Yellow,Summer,Turkey
mandarin_000,Mandarin,83,Orange,Fall,USA
mandarin_001,Mandarin,72,Orange,Winter,Brazil
mandarin_002,Mandarin,86,Orange,Fall,Spain
mandarin_003,Mandarin,78,Orange,Winter,Spain
mandarin_004,Mandarin,81,Yellow,Winter,Spain
mandarin_005,Mandarin,100,Green,Winter,Turkey
mandarin_006,Mandarin,92,Green,Winter,Brazil
mandarin_007,Mandarin,93,Orange,Winter,Spain
mandarin_008,Mandarin,74,Orange,Fall,Spain
mandarin_009,Mandarin,81,Orange,Spring,Turkey
mandarin_010,Mandarin,90,Green,Winter,Brazil
mandarin_011,Mandarin,90,Orange,Winter,Spain
mandarin_012,Mandarin,91,Orange,Fall,Spain
mandarin_013,Mandarin,75,Orange,Winter,Spain
mandarin_014,Mandarin,95,Orange,Fall,Turkey
mandarin_015,Mandarin,71,Orange,Winter,Turkey
mandarin_016,Mandarin,75,Yellow,Fall,USA
mandarin_017,Mandarin,96,Orange,Fall,Turkey
mandarin_018,Mandarin,97,Green,Fall,Spain
mandarin_019,Mandarin,91,Orange,Fall,Turkey
mandarin_020,Mandarin,96,Orange,Fall,USA
mandarin_021,Mandarin,98,Orange,Fall,Turkey
mandarin_022,Mandarin,98,Orange,Winter,USA
mandarin_023,Mandarin,82,Orange,Winter,Spain
mandarin_024,Mandarin,95,Green,Spring,Turkey
mandarin_025,Mandarin,82,Orange,Fall,Turkey
mandarin_026,Mandarin,78,Orange,Fall,Brazil
mandarin_027,Mandarin,84,Orange,Summer,Turkey
mandarin_028,Mandarin,86,Yellow,Spring,Brazil
mandarin_029,Mandarin,83,Orange,Winter,Brazil
mandarin_030,Mandarin,94,Orange,Fall,Brazil
mandarin_031,Mandarin,78,Orange,Winter,Spain
mandarin_032,Mandarin,74,Orange,Winter,USA
mandarin_033,Mandarin,83,Green,Winter,Spain
mandarin_034,Mandarin,97,Orange,Fall,Turkey
mandarin_035,Mandarin,77,Orange,Fall,Spain
mandarin_036,Mandarin,94,Orange,Fall,Turkey
mandarin_037,Mandarin,85,Orange,Summer,Spain
mandarin_038,Mandarin,74,Green,Winter,Spain
mandarin_039,Mandarin,71,Orange,Winter,USA
mandarin_040,Mandarin,81,Orange,Winter,Turkey
mandarin_041,Mandarin,80,Orange,Winter,Turkey
mandarin_042,Mandarin,83,Yellow,Winter,USA
mandarin_043,Mandarin,88,Yellow,Winter,Spain
mandarin_044,Mandarin,88,Yellow,Fall,Turkey
mandarin_045,Mandarin,96,Orange,Spring,Spain
mandarin_046,Mandarin,99,Orange,Fall,Turkey
mandarin_047,Mandarin,72,Orange,Fall,Turkey
mandarin_048,Mandarin,97,Orange,Fall,Spain
mandarin_049,Mandarin,97,Green,Winter,USA
mandarin_050,Mandarin,91,Green,Winter,USA
mandarin_051,Mandarin,70,Yellow,Summer,Brazil
mandarin_052,Mandarin,80,Orange,Winter,USA
mandarin_053,Mandarin,92,Orange,Winter,Spain
mandarin_054,Mandarin,96,Orange,Fall,Turkey
mandarin_055,Mandarin,77,Orange,Winter,USA
mandarin_056,Mandarin,96,Orange,Fall,Turkey
mandarin_057,Mandarin,100,Orange,Fall,Spain
mandarin_058,Mandarin,86,Orange,Fall,Turkey
mandarin_059,Mandarin,86,Orange,Winter,Spain
mandarin_060,Mandarin,78,Orange,Winter,Turkey
mandarin_061,Mandarin,82,Orange,Winter,USA
mandarin_062,Mandarin,90,Orange,Winter,Turkey
mandarin_063,Mandarin,86,Orange,Winter,Spain
mandarin_064,Mandarin,70,Orange,Winter,Turkey
mandarin_065,Mandarin,80,Orange,Winter,Brazil
mandarin_066,Mandarin,92,Orange,Winter,Spain
mandarin_067,Mandarin,70,Orange,Spring,Brazil
mandarin_068,Mandarin,77,Orange,Winter,Turkey
mandarin_069,Mandarin,75,Orange,Winter,Spain
mandarin_070,Mandarin,80,Orange,Winter,USA
mandarin_071,Mandarin,89,Orange,Winter,Spain
mandarin_072,Mandarin,100,Orange,Winter,Spain
mandarin_073,Mandarin,78,Orange,Fall,USA
mandarin_074,Mandarin,94,Orange,Winter,Turkey
mandarin_075,Mandarin,87,Yellow,Fall,Spain
mandarin_076,Mandarin,82,Yellow,Spring,Turkey
mandarin_077,Mandarin,85,Yellow,Winter,Brazil
mandarin_078,Mandarin,80,Orange,Winter,Turkey
mandarin_079,Mandarin,93,Orange,Winter,Brazil
mandarin_080,Mandarin,78,Orange,Winter,Brazil
mandarin_081,Mandarin,92,Yellow,Winter,Spain
mandarin_082,Mandarin,98,Orange,Spring,Turkey
mandarin_083,Mandarin,94,Orange,Spring,USA
mandarin_084,Mandarin,82,Orange,Winter,Turkey
mandarin_085,Mandarin,79,Orange,Spring,Spain
mandarin_086,Mandarin,80,Yellow,Winter,Turkey
mandarin_087,Mandarin,96,Orange,Spring,Turkey
mandarin_088,Mandarin,93,Orange,Fall,Brazil
mandarin_089,Mandarin,72,Yellow,Spring,Turkey
mandarin_090,Mandarin,76,Yellow,Winter,Brazil
mandarin_091,Mandarin,91,Orange,Spring,Brazil
mandarin_092,Mandarin,89,Orange,Winter,Turkey
mandarin_093,Mandarin,76,Orange,Fall,Brazil
mandarin_094,Mandarin,93,Yellow,Spring,Turkey
mandarin_095,Mandarin,92,Orange,Spring,Turkey
mandarin_096,Mandarin,88,Orange,Fall,Spain
mandarin_097,Mandarin,98,Orange,Winter,Turkey
mandarin_098,Mandarin,93,Orange,Summer,Turkey
mandarin_099,Mandarin,85,Orange,Summer,Brazil
mandarin_100,Mandarin,70,Orange,Spring,Turkey
mandarin_101,Mandarin,72,Orange,Winter,Spain
mandarin_102,Mandarin,96,Yellow,Winter,Turkey
mandarin_103,Mandarin,92,Green,Winter,Turkey
mandarin_104,Mandarin,87,Orange,Spring,Spain
mandarin_105,Mandarin,86,Orange,Fall,Turkey
mandarin_106,Mandarin,89,Orange,Spring,USA
mandarin_107,Mandarin,85,Green,Fall,Spain
mandarin_108,Mandarin,93,Orange,Winter,Brazil
mandarin_109,Mandarin,87,Orange,Fall,Turkey
mandarin_110,Mandarin,73,Orange,Summer,USA
mandarin_111,Mandarin,82,Orange,Fall,Spain
mandarin_112,Mandarin,99,Orange,Spring,Spain
mandarin_113,Mandarin,84,Green,Winter,Turkey
mandarin_114,Mandarin,91,Orange,Winter,Spain
mandarin_115,Mandarin,94,Orange,Winter,Turkey
mandarin_116,Mandarin,86,Orange,Summer,Turkey
mandarin_117,Mandarin,89,Orange,Spring,Spain
mandarin_118,Mandarin,85,Orange,Spring,Turkey
mandarin_119,Mandarin,85,Yellow,Fall,Turkey
mandarin_120,Mandarin,71,Orange,Spring,Spain
mandarin_121,Mandarin,74,Yellow,Winter,USA
mandarin_122,Mandarin,77,Green,Winter,Turkey
mandarin_123,Mandarin,80,Orange,Spring,Turkey
mandarin_124,Mandarin,92,Green,Spring,USA
mandarin_125,Mandarin,76,Yellow,Spring,Brazil
mandarin_126,Mandarin,73,Green,Fall,Turkey
mandarin_127,Mandarin,70,Orange,Winter,USA
mandarin_128,Mandarin,75,Yellow,Winter,Turkey
mandarin_129,Mandarin,93,Orange,Winter,USA
mandarin_130,Mandarin,82,Orange,Winter,USA
mandarin_131,Mandarin,86,Yellow,Fall,USA
mandarin_132,Mandarin,95,Yellow,Spring,Turkey
mandarin_133,Mandarin,87,Orange,Winter,USA
mandarin_134,Mandarin,70,Green,Spring,Turkey
mandarin_135,Mandarin,98,Yellow,Winter,Brazil
mandarin_136,Mandarin,81,Yellow,Winter,Turkey
mandarin_137,Mandarin,89,Green,Winter,Turkey
mandarin_138,Mandarin,86,Yellow,Winter,Turkey
mandarin_139,Mandarin,91,Orange,Fall,Turkey
mandarin_140,Mandarin,99,Orange,Winter,Spain
mandarin_141,Mandarin,88,Orange,Summer,USA
mandarin_142,Mandarin,85,Orange,Winter,Brazil
mandarin_143,Mandarin,92,Yellow,Summer,Turkey
mandarin_144,Mandarin,93,Orange,Spring,Turkey
mandarin_145,Mandarin,87,Orange,Winter,Turkey
mandarin_146,Mandarin,74,Orange,Spring,Spain
mandarin_147,Mandarin,85,Orange,Fall,USA
mandarin_148,Mandarin,85,Orange,Spring,Turkey
mandarin_149,Mandarin,86,Orange,Spring,Spain
mandarin_150,Mandarin,76,Yellow,Spring,Turkey
mandarin_151,Mandarin,83,Orange,Spring,Brazil
mandarin_152,Mandarin,79,Orange,Winter,USA
mandarin_153,Mandarin,91,Orange,Fall,USA
mandarin_154,Mandarin,90,Yellow,Fall,Turkey
mandarin_155,Mandarin,70,Orange,Spring,Turkey
mandarin_156,Mandarin,81,Orange,Winter,Brazil
mandarin_157,Mandarin,92,Green,Spring,USA
mandarin_158,Mandarin,92,Orange,Summer,Turkey
mandarin_159,Mandarin,85,Yellow,Fall,Spain
mandarin_160,Mandarin,92,Yellow,Winter,Spain
mandarin_161,Mandarin,76,Orange,Fall,Spain
mandarin_162,Mandarin,76,Yellow,Fall,USA
mandarin_163,Mandarin,75,Yellow,Fall,USA
mandarin_164,Mandarin,73,Orange,Winter,Spain
mandarin_165,Mandarin,88,Orange,Winter,Spain
mandarin_166,Mandarin,93,Orange,Winter,Spain
mandarin_167,Mandarin,97,Orange,Fall,USA
mandarin_168,Mandarin,71,Orange,Fall,USA
mandarin_169,Mandarin,94,Orange,Fall,Spain
mandarin_170,Mandarin,70,Orange,Winter,USA
mandarin_171,Mandarin,90,Yellow,Spring,Spain
mandarin_172,Mandarin,93,Orange,Winter,Turkey
mandarin_173,Mandarin,94,Orange,Winter,USA
mandarin_174,Mandarin,86,Orange,Spring,Turkey
mandarin_175,Mandarin,80,Orange,Summer,Turkey
mandarin_176,Mandarin,79,Orange,Fall,Turkey
mandarin_177,Mandarin,74,Orange,Winter,Turkey
mandarin_178,Mandarin,98,Orange,Winter,Brazil
mandarin_179,Mandarin,93,Orange,Summer,USA
mandarin_180,Mandarin,96,Orange,Winter,Turkey
mandarin_181,Mandarin,89,Orange,Winter,USA
mandarin_182,Mandarin,86,Orange,Fall,Turkey
mandarin_183,Mandarin,79,Orange,Fall,Spain
mandarin_184,Mandarin,93,Orange,Winter,Spain
mandarin_185,Mandarin,72,Orange,Fall,USA
mandarin_186,Mandarin,83,Green,Spring,Spain
mandarin_187,Mandarin,99,Yellow,Spring,USA
mandarin_188,Mandarin,85,Orange,Winter,Turkey
mandarin_189,Mandarin,85,Orange,Spring,Spain
mandarin_190,Mandarin,95,Orange,Fall,Turkey
mandarin_191,Mandarin,82,Orange,Winter,USA
mandarin_192,Mandarin,95,Orange,Winter,Spain
mandarin_193,Mandarin,81,Green,Fall,Spain
mandarin_194,Mandarin,99,Green,Fall,Spain
mandarin_195,Mandarin,73,Orange,Winter,Turkey
mandarin_196,Mandarin,82,Orange,Winter,Spain
mandarin_197,Mandarin,89,Orange,Spring,Spain
mandarin_198,Mandarin,77,Yellow,Summer,Spain
mandarin_199,Mandarin,71,Yellow,Summer,Spain
mandarin_200,Mandarin,73,Green,Fall,Spain
mandarin_201,Mandarin,99,Orange,Winter,USA
mandarin_202,Mandarin,88,Orange,Winter,Spain
mandarin_203,Mandarin,85,Orange,Spring,Turkey
mandarin_204,Mandarin,72,Orange,Fall,Turkey
mandarin_205,Mandarin,84,Orange,Spring,Spain
mandarin_206,Mandarin,77,Orange,Winter,Spain
mandarin_207,Mandarin,93,Orange,Fall,Brazil
mandarin_208,Mandarin,79,Yellow,Winter,Turkey
mandarin_209,Mandarin,78,Green,Fall,Turkey
mandarin_210,Mandarin,100,Yellow,Winter,USA
mandarin_211,Mandarin,82,Orange,Fall,Spain
mandarin_212,Mandarin,87,Yellow,Spring,Brazil
mandarin_213,Mandarin,71,Yellow,Summer,USA
mandarin_214,Mandarin,94,Orange,Winter,Spain
mandarin_215,Mandarin,80,Orange,Fall,Spain
mandarin_216,Mandarin,85,Orange,Spring,USA
mandarin_217,Mandarin,83,Orange,Winter,Spain
mandarin_218,Mandarin,81,Yellow,Spring,USA
mandarin_219,Mandarin,76,Orange,Summer,Brazil
mandarin_220,Mandarin,98,Orange,Spring,USA
mandarin_221,Mandarin,95,Orange,Winter,Brazil
mandarin_222,Mandarin,88,Orange,Fall,Turkey
mandarin_223,Mandarin,90,Orange,Summer,Spain
mandarin_224,Mandarin,87,Orange,Fall,Spain
mandarin_225,Mandarin,85,Orange,Winter,USA
mandarin_226,Mandarin,79,Orange,Winter,USA
mandarin_227,Mandarin,71,Orange,Fall,Turkey
mandarin_228,Mandarin,100,Orange,Fall,Spain
mandarin_229,Mandarin,87,Orange,Fall,USA
mandarin_230,Mandarin,88,Orange,Winter,Spain
mandarin_231,Mandarin,93,Orange,Fall,Turkey
mandarin_232,Mandarin,92,Orange,Spring,Turkey
mandarin_233,Mandarin,73,Yellow,Summer,Brazil
mandarin_234,Mandarin,79,Orange,Winter,Spain
mandarin_235,Mandarin,92,Orange,Fall,Spain
mandarin_236,Mandarin,71,Orange,Winter,Turkey
mandarin_237,Mandarin,74,Orange,Fall,Brazil
mandarin_238,Mandarin,72,Orange,Winter,Turkey
mandarin_239,Mandarin,81,Yellow,Fall,Spain
mandarin_240,Mandarin,74,Green,Spring,Spain
mandarin_241,Mandarin,95,Orange,Winter,USA
mandarin_242,Mandarin,99,Yellow,Winter,Turkey
mandarin_243,Mandarin,74,Yellow,Fall,Brazil
mandarin_244,Mandarin,83,Orange,Spring,Turkey
mandarin_245,Mandarin,77,Orange,Winter,Brazil
mandarin_246,Mandarin,73,Orange,Winter,Spain
mandarin_247,Mandarin,95,Yellow,Fall,Turkey
mandarin_248,Mandarin,82,Green,Summer,Spain
mandarin_249,Mandarin,92,Orange,Summer,Turkey
mandarin_250,Mandarin,77,Green,Winter,Brazil
mandarin_251,Mandarin,81,Orange,Winter,Turkey
mandarin_252,Mandarin,78,Orange,Winter,Turkey
mandarin_253,Mandarin,93,Orange,Summer,Spain
mandarin_254,Mandarin,76,Orange,Summer,Turkey
mandarin_255,Mandarin,79,Green,Fall,Spain
mandarin_256,Mandarin,78,Orange,Fall,Turkey
mandarin_257,Mandarin,94,Yellow,Summer,Turkey
mandarin_258,Mandarin,91,Orange,Winter,Spain
mandarin_259,Mandarin,87,Orange,Winter,Brazil
mandarin_260,Mandarin,71,Orange,Winter,Spain
mandarin_261,Mandarin,87,Yellow,Fall,Brazil
mandarin_262,Mandarin,71,Yellow,Fall,USA
mandarin_263,Mandarin,82,Yellow,Winter,Spain
mandarin_264,Mandarin,89,Orange,Winter,Brazil
mandarin_265,Mandarin,95,Orange,Fall,Turkey
mandarin_266,Mandarin,83,Orange,Summer,Brazil
mandarin_267,Mandarin,75,Yellow,Winter,Spain
mandarin_268,Mandarin,73,Yellow,Winter,Turkey
mandarin_269,Mandarin,92,Orange,Winter,USA
mandarin_270,Mandarin,85,Yellow,Fall,USA
mandarin_271,Mandarin,97,Orange,Fall,Brazil
mandarin_272,Mandarin,96,Orange,Fall,USA
mandarin_273,Mandarin,73,Orange,Fall,Spain
mandarin_274,Mandarin,87,Yellow,Fall,Brazil
mandarin_275,Mandarin,93,Orange,Winter,Spain
mandarin_276,Mandarin,91,Yellow,Spring,Turkey
mandarin_277,Mandarin,74,Orange,Winter,Brazil
mandarin_278,Mandarin,88,Orange,Fall,USA
mandarin_279,Mandarin,73,Orange,Winter,Turkey
mandarin_280,Mandarin,94,Yellow,Summer,Turkey
mandarin_281,Mandarin,74,Orange,Winter,Brazil
mandarin_282,Mandarin,76,Orange,Fall,Turkey
mandarin_283,Mandarin,97,Yellow,Fall,USA
mandarin_284,Mandarin,86,Yellow,Fall,Turkey
mandarin_285,Mandarin,78,Orange,Winter,Turkey
mandarin_286,Mandarin,89,Orange,Winter,Turkey
mandarin_287,Mandarin,73,Orange,Fall,Turkey
mandarin_288,Mandarin,99,Orange,Winter,Spain
mandarin_289,Mandarin,79,Orange,Fall,Spain
mandarin_290,Mandarin,96,Orange,Summer,USA
mandarin_291,Mandarin,92,Orange,Summer,Brazil
mandarin_292,Mandarin,74,Orange,Fall,Brazil
mandarin_293,Mandarin,98,Orange,Fall,Turkey
mandarin_294,Mandarin,79,Yellow,Spring,Spain
mandarin_295,Mandarin,100,Orange,Winter,Turkey
mandarin_296,Mandarin,81,Orange,Winter,Turkey
mandarin_297,Mandarin,92,Orange,Winter,Brazil
mandarin_298,Mandarin,78,Orange,Winter,Turkey
mandarin_299,Mandarin,76,Orange,Spring,Brazil
mandarin_300,Mandarin,78,Orange,Fall,Brazil
mandarin_301,Mandarin,73,Orange,Winter,Spain
mandarin_302,Mandarin,91,Yellow,Winter,Brazil
mandarin_303,Mandarin,82,Orange,Fall,Spain
mandarin_304,Mandarin,73,Orange,Winter,Turkey
mandarin_305,Mandarin,83,Orange,Winter,Spain
mandarin_306,Mandarin,87,Orange,Winter,USA
mandarin_307,Mandarin,86,Orange,Spring,Turkey
mandarin_308,Mandarin,97,Yellow,Winter,Turkey
mandarin_309,Mandarin,88,Orange,Spring,Spain
mandarin_310,Mandarin,82,Orange,Spring,Turkey
mandarin_311,Mandarin,99,Orange,Winter,Turkey
mandarin_312,Mandarin,96,Orange,Fall,USA
mandarin_313,Mandarin,87,Yellow,Fall,Brazil
mandarin_314,Mandarin,76,Yellow,Fall,USA
mandarin_315,Mandarin,78,Orange,Winter,Turkey
mandarin_316,Mandarin,72,Yellow,Winter,Brazil
mandarin_317,Mandarin,76,Orange,Fall,USA
mandarin_318,Mandarin,80,Green,Fall,Turkey
mandarin_319,Mandarin,98,Orange,Winter,Turkey
mandarin_320,Mandarin,70,Orange,Winter,Spain
mandarin_321,Mandarin,81,Yellow,Winter,Brazil
mandarin_322,Mandarin,87,Orange,Winter,Brazil
mandarin_323,Mandarin,86,Yellow,Fall,Spain
mandarin_324,Mandarin,97,Orange,Fall,USA
mandarin_325,Mandarin,87,Orange,Fall,Turkey
mandarin_326,Mandarin,81,Orange,Spring,Turkey
mandarin_327,Mandarin,72,Orange,Spring,Spain
mandarin_328,Mandarin,98,Green,Fall,Turkey
mandarin_329,Mandarin,93,Orange,Winter,Spain
mandarin_330,Mandarin,89,Yellow,Winter,USA
mandarin_331,Mandarin,96,Orange,Fall,USA
mandarin_332,Mandarin,93,Orange,Winter,Brazil
mandarin_333,Mandarin,77,Green,Spring,Turkey
mandarin_334,Mandarin,94,Yellow,Winter,Turkey
mandarin_335,Mandarin,96,Yellow,Spring,USA
mandarin_336,Mandarin,86,Orange,Winter,Turkey
mandarin_337,Mandarin,89,Yellow,Winter,Spain
mandarin_338,Mandarin,80,Orange,Spring,Spain
mandarin_339,Mandarin,93,Yellow,Winter,Spain
mandarin_340,Mandarin,94,Green,Spring,Turkey
mandarin_341,Mandarin,70,Orange,Fall,Brazil
mandarin_342,Mandarin,72,Orange,Fall,Spain
mandarin_343,Mandarin,76,Orange,Winter,Spain
mandarin_344,Mandarin,72,Orange,Fall,USA
mandarin_345,Mandarin,71,Orange,Winter,Spain
mandarin_346,Mandarin,71,Green,Winter,USA
mandarin_347,Mandarin,86,Orange,Fall,Turkey
mandarin_348,Mandarin,83,Orange,Winter,Turkey
mandarin_349,Mandarin,94,Yellow,Spring,USA
mandarin_350,Mandarin,86,Orange,Winter,Spain
mandarin_351,Mandarin,76,Orange,Fall,Spain
mandarin_352,Mandarin,88,Yellow,Winter,Brazil
mandarin_353,Mandarin,85,Orange,Fall,Turkey
mandarin_354,Mandarin,75,Green,Winter,Turkey
mandarin_355,Mandarin,78,Orange,Spring,Spain
mandarin_356,Mandarin,76,Orange,Summer,Spain
mandarin_357,Mandarin,95,Yellow,Fall,Turkey
mandarin_358,Mandarin,84,Orange,Winter,Spain
mandarin_359,Mandarin,71,Orange,Winter,Brazil
mandarin_360,Mandarin,88,Green,Fall,Spain
mandarin_361,Mandarin,88,Yellow,Winter,Spain
mandarin_362,Mandarin,98,Orange,Fall,USA
mandarin_363,Mandarin,96,Green,Winter,USA
mandarin_364,Mandarin,71,Orange,Fall,Turkey
mandarin_365,Mandarin,70,Orange,Spring,Spain
mandarin_366,Mandarin,70,Orange,Fall,Turkey
mandarin_367,Mandarin,88,Green,Fall,Turkey
mandarin_368,Mandarin,79,Orange,Winter,Spain
mandarin_369,Mandarin,98,Orange,Fall,Spain
mandarin_370,Mandarin,90,Green,Winter,Spain
mandarin_371,Mandarin,79,Orange,Summer,Spain
mandarin_372,Mandarin,95,Orange,Spring,USA
mandarin_373,Mandarin,99,Yellow,Winter,Turkey
mandarin_374,Mandarin,72,Orange,Winter,Turkey
mandarin_375,Mandarin,92,Yellow,Spring,Spain
mandarin_376,Mandarin,95,Orange,Spring,USA
mandarin_377,Mandarin,80,Orange,Fall,USA
mandarin_378,Mandarin,75,Orange,Fall,USA
mandarin_379,Mandarin,93,Orange,Summer,USA
mandarin_380,Mandarin,94,Orange,Spring,Spain
mandarin_381,Mandarin,79,Orange,Fall,USA
mandarin_382,Mandarin,91,Orange,Winter,Turkey
mandarin_383,Mandarin,98,Orange,Summer,Spain
mandarin_384,Mandarin,83,Orange,Winter,Spain
mandarin_385,Mandarin,96,Green,Fall,Turkey
mandarin_386,Mandarin,80,Orange,Winter,USA
mandarin_387,Mandarin,79,Yellow,Spring,USA
mandarin_388,Mandarin,83,Orange,Winter,Turkey
mandarin_389,Mandarin,92,Orange,Spring,Spain
mandarin_390,Mandarin,72,Orange,Winter,Turkey
