ID,description
mandarin_133,"A bright vivid orange fruit with a circular shape, featuring easy-to-peel skin and sappy, candy-like flesh."
mandarin_134,"A compact citrus fruit with vibrant brilliant orange color, known for its loose skin and flavorful segments."
mandarin_135,"An petite round fruit featuring bright brilliant orange rind, offering sugary, succulent segments and easy peeling."
mandarin_136,"A tiny orange citrus with shiny skin, featuring tender segments and a honeyed, tangy flavor."
mandarin_137,"A vibrant vibrant orange fruit with a globular appearance, known for its loose peel and pulpy interior."
mandarin_138,"An petite citrus fruit with bright bright orange color, offering easy-to-remove skin and sugary segments."
mandarin_139,"A petite pale orange fruit featuring glossy rind, featuring flavorful segments and a refreshing taste."
mandarin_140,"A miniature, round citrus fruit featuring bright vivid orange skin and pleasant, watery segments."
mandarin_141,"A petite citrus fruit with vibrant orange rind and tender, flavorful segments inside."
mandarin_142,"A petite vibrant orange citrus fruit with smooth, glossy skin and candy-like, tangy segments."
mandarin_143,"A bright orange fruit with a circular shape, featuring easy-to-peel skin and succulent, sweet flesh."
mandarin_144,"An tiny citrus fruit with vibrant pale orange color, known for its loose skin and flavorful segments."
mandarin_145,"A petite globular fruit featuring bright golden orange rind, offering luscious, sappy segments and easy peeling."
mandarin_146,"A petite deep orange citrus with shiny skin, featuring tender segments and a pleasant, tangy flavor."
mandarin_147,"An vibrant brilliant orange fruit with a circular appearance, prized for its loose peel and pulpy interior."
mandarin_148,"A small citrus fruit with bright golden orange color, offering easy-to-remove skin and pleasant segments."
mandarin_149,"A petite bright orange fruit with glossy rind, featuring flavorful segments and a refreshing taste."
mandarin_150,"An petite, globular citrus fruit featuring bright deep orange skin and luscious, sappy segments."
mandarin_151,"An petite citrus fruit with vibrant brilliant orange rind and tender, flavorful segments inside."
mandarin_152,"A tiny deep orange citrus fruit with smooth, glossy skin and sugary, tangy segments."
mandarin_153,"An bright deep orange fruit with a circular shape, featuring easy-to-peel skin and succulent, honeyed flesh."
mandarin_154,"A small citrus fruit with vibrant brilliant orange color, prized for its loose skin and flavorful segments."
mandarin_155,"A petite spherical fruit featuring bright bright orange rind, offering honeyed, watery segments and easy peeling."
mandarin_156,"An compact pale orange citrus with polished skin, featuring tender segments and a pleasant, tangy flavor."
mandarin_157,"A vibrant vibrant orange fruit with a round appearance, known for its loose peel and watery interior."
mandarin_158,"A miniature citrus fruit with bright golden orange color, offering easy-to-remove skin and sugary segments."
mandarin_159,"An petite golden orange fruit with glossy rind, featuring flavorful segments and a refreshing taste."
mandarin_160,"A small, globular citrus fruit featuring bright deep orange skin and candy-like, watery segments."
mandarin_161,"An petite citrus fruit featuring vibrant vivid orange rind and tender, flavorful segments inside."
mandarin_162,"An tiny vivid orange citrus fruit with lustrous, glossy skin and luscious, tangy segments."
mandarin_163,"A bright golden orange fruit with a round shape, featuring easy-to-peel skin and moist, sugary flesh."
mandarin_164,"An small citrus fruit featuring vibrant brilliant orange color, known for its loose skin and flavorful segments."
mandarin_165,"An petite spherical fruit featuring bright vibrant orange rind, providing candy-like, juicy segments and easy peeling."
mandarin_166,"A miniature vivid orange citrus with sleek skin, featuring tender segments and a honeyed, tangy flavor."
mandarin_167,"A vibrant brilliant orange fruit with a round appearance, known for its loose peel and succulent interior."
mandarin_168,"An tiny citrus fruit with bright golden orange color, offering easy-to-remove skin and candy-like segments."
mandarin_169,"A petite orange fruit featuring glossy rind, featuring flavorful segments and a refreshing taste."
mandarin_170,"A petite, spherical citrus fruit featuring bright deep orange skin and sweet, watery segments."
mandarin_171,"An petite citrus fruit with vibrant pale orange rind and tender, flavorful segments inside."
mandarin_172,"A petite vibrant orange citrus fruit with polished, glossy skin and pleasant, tangy segments."
mandarin_173,"A bright vibrant orange fruit with a circular shape, featuring easy-to-peel skin and juicy, sweet flesh."
mandarin_174,"An miniature citrus fruit with vibrant orange color, known for its loose skin and flavorful segments."
mandarin_175,"A petite spherical fruit featuring bright orange rind, offering honeyed, sappy segments and easy peeling."
mandarin_176,"A miniature brilliant orange citrus with polished skin, featuring tender segments and a sweet, tangy flavor."
mandarin_177,"An vibrant deep orange fruit with a round appearance, known for its loose peel and sappy interior."
mandarin_178,"A tiny citrus fruit with bright vivid orange color, offering easy-to-remove skin and candy-like segments."
mandarin_179,"An petite orange fruit featuring glossy rind, featuring flavorful segments and a refreshing taste."
mandarin_180,"An tiny, globular citrus fruit featuring bright vibrant orange skin and sugary, sappy segments."
mandarin_181,"A petite citrus fruit featuring vibrant bright orange rind and tender, flavorful segments inside."
mandarin_182,"A tiny vivid orange citrus fruit with glossy, glossy skin and pleasant, tangy segments."
mandarin_183,"An bright vibrant orange fruit with a circular shape, featuring easy-to-peel skin and pulpy, luscious flesh."
mandarin_184,"A petite citrus fruit with vibrant deep orange color, known for its loose skin and flavorful segments."
mandarin_185,"A petite spherical fruit featuring bright deep orange rind, offering sweet, watery segments and easy peeling."
mandarin_186,"An small orange citrus with smooth skin, featuring tender segments and a luscious, tangy flavor."
mandarin_187,"A vibrant vibrant orange fruit with a spherical appearance, known for its loose peel and moist interior."
mandarin_188,"A petite citrus fruit with bright orange color, offering easy-to-remove skin and pleasant segments."
mandarin_189,"A petite deep orange fruit with glossy rind, featuring flavorful segments and a refreshing taste."
mandarin_190,"A tiny, globular citrus fruit featuring bright vivid orange skin and sugary, pulpy segments."
mandarin_191,"An petite citrus fruit featuring vibrant bright orange rind and tender, flavorful segments inside."
mandarin_192,"An small brilliant orange citrus fruit with shiny, glossy skin and delightful, tangy segments."
mandarin_193,"A bright brilliant orange fruit with a globular shape, featuring easy-to-peel skin and sappy, sugary flesh."
mandarin_194,"A petite citrus fruit with vibrant pale orange color, known for its loose skin and flavorful segments."
mandarin_195,"An petite globular fruit featuring bright brilliant orange rind, offering sweet, sappy segments and easy peeling."
mandarin_196,"A tiny orange citrus with sleek skin, featuring tender segments and a honeyed, tangy flavor."
mandarin_197,"A vibrant deep orange fruit with a round appearance, known for its loose peel and sappy interior."
mandarin_198,"An petite citrus fruit with bright brilliant orange color, providing easy-to-remove skin and delightful segments."
mandarin_199,"A petite golden orange fruit featuring glossy rind, featuring flavorful segments and a refreshing taste."
mandarin_200,"A compact, globular citrus fruit featuring bright golden orange skin and honeyed, juicy segments."
mandarin_201,"An petite citrus fruit with vibrant vibrant orange rind and tender, flavorful segments inside."
mandarin_202,"A small orange citrus fruit with sleek, glossy skin and luscious, tangy segments."
mandarin_203,"A bright orange fruit with a globular shape, featuring easy-to-peel skin and watery, delightful flesh."
mandarin_204,"An miniature citrus fruit with vibrant bright orange color, known for its loose skin and flavorful segments."
mandarin_205,"A petite globular fruit featuring bright orange rind, offering pleasant, moist segments and easy peeling."
mandarin_206,"A petite brilliant orange citrus with shiny skin, featuring tender segments and a pleasant, tangy flavor."
mandarin_207,"An vibrant brilliant orange fruit with a globular appearance, known for its loose peel and watery interior."
mandarin_208,"A tiny citrus fruit with bright bright orange color, offering easy-to-remove skin and sugary segments."
mandarin_209,"A petite vibrant orange fruit with glossy rind, featuring flavorful segments and a refreshing taste."
mandarin_210,"An tiny, spherical citrus fruit featuring bright brilliant orange skin and delightful, moist segments."
mandarin_211,"A petite citrus fruit featuring vibrant vivid orange rind and tender, flavorful segments inside."
mandarin_212,"A tiny bright orange citrus fruit with silky, glossy skin and luscious, tangy segments."
mandarin_213,"An bright brilliant orange fruit with a spherical shape, featuring easy-to-peel skin and watery, pleasant flesh."
mandarin_214,"A tiny citrus fruit with vibrant golden orange color, known for its loose skin and flavorful segments."
mandarin_215,"A petite globular fruit featuring bright vibrant orange rind, offering sweet, pulpy segments and easy peeling."
mandarin_216,"An petite bright orange citrus with sleek skin, featuring tender segments and a delightful, tangy flavor."
mandarin_217,"A vibrant pale orange fruit with a spherical appearance, prized for its loose peel and moist interior."
mandarin_218,"An tiny citrus fruit with bright bright orange color, offering easy-to-remove skin and sugary segments."
mandarin_219,"An petite vivid orange fruit with glossy rind, featuring flavorful segments and a refreshing taste."
mandarin_220,"A petite, round citrus fruit featuring bright pale orange skin and delightful, sappy segments."
mandarin_221,"A petite citrus fruit featuring vibrant golden orange rind and tender, flavorful segments inside."
mandarin_222,"An compact orange citrus fruit with sleek, glossy skin and sugary, tangy segments."
mandarin_223,"A bright golden orange fruit with a circular shape, featuring easy-to-peel skin and juicy, honeyed flesh."
mandarin_224,"A petite citrus fruit with vibrant vibrant orange color, prized for its loose skin and flavorful segments."
mandarin_225,"An petite circular fruit featuring bright pale orange rind, offering candy-like, pulpy segments and easy peeling."
mandarin_226,"A petite vivid orange citrus with polished skin, featuring tender segments and a sugary, tangy flavor."
mandarin_227,"A vibrant orange fruit with a globular appearance, known for its loose peel and pulpy interior."
mandarin_228,"An tiny citrus fruit with bright orange color, offering easy-to-remove skin and sugary segments."
mandarin_229,"A petite bright orange fruit featuring glossy rind, featuring flavorful segments and a refreshing taste."
mandarin_230,"A small, globular citrus fruit featuring bright golden orange skin and sugary, juicy segments."
mandarin_231,"A petite citrus fruit featuring vibrant vibrant orange rind and tender, flavorful segments inside."
mandarin_232,"A small deep orange citrus fruit with silky, glossy skin and pleasant, tangy segments."
mandarin_233,"A bright brilliant orange fruit with a globular shape, featuring easy-to-peel skin and moist, sugary flesh."
mandarin_234,"A miniature citrus fruit featuring vibrant deep orange color, known for its loose skin and flavorful segments."
mandarin_235,"A petite circular fruit featuring bright vivid orange rind, offering candy-like, succulent segments and easy peeling."
mandarin_236,"A tiny vivid orange citrus with lustrous skin, featuring tender segments and a delightful, tangy flavor."
mandarin_237,"An vibrant golden orange fruit with a round appearance, known for its loose peel and moist interior."
mandarin_238,"A miniature citrus fruit with bright brilliant orange color, offering easy-to-remove skin and sweet segments."
mandarin_239,"An petite vibrant orange fruit featuring glossy rind, featuring flavorful segments and a refreshing taste."
mandarin_240,"An miniature, circular citrus fruit featuring bright vivid orange skin and honeyed, pulpy segments."
mandarin_241,"An petite citrus fruit featuring vibrant pale orange rind and tender, flavorful segments inside."
mandarin_242,"A petite golden orange citrus fruit with lustrous, glossy skin and candy-like, tangy segments."
mandarin_243,"An bright brilliant orange fruit with a round shape, featuring easy-to-peel skin and pulpy, luscious flesh."
mandarin_244,"A tiny citrus fruit with vibrant orange color, known for its loose skin and flavorful segments."
mandarin_245,"A petite circular fruit featuring bright pale orange rind, offering honeyed, watery segments and easy peeling."
mandarin_246,"An tiny brilliant orange citrus with shiny skin, featuring tender segments and a luscious, tangy flavor."
mandarin_247,"A vibrant brilliant orange fruit with a globular appearance, known for its loose peel and pulpy interior."
mandarin_248,"A compact citrus fruit with bright orange color, offering easy-to-remove skin and honeyed segments."
mandarin_249,"An petite deep orange fruit featuring glossy rind, featuring flavorful segments and a refreshing taste."
mandarin_250,"A small, circular citrus fruit featuring bright orange skin and candy-like, sappy segments."
mandarin_251,"A petite citrus fruit featuring vibrant deep orange rind and tender, flavorful segments inside."
mandarin_252,"An compact bright orange citrus fruit with smooth, glossy skin and delightful, tangy segments."
mandarin_253,"A bright orange fruit with a circular shape, featuring easy-to-peel skin and juicy, luscious flesh."
mandarin_254,"An compact citrus fruit featuring vibrant brilliant orange color, known for its loose skin and flavorful segments."
mandarin_255,"An petite globular fruit featuring bright golden orange rind, offering sweet, succulent segments and easy peeling."
mandarin_256,"A compact pale orange citrus with polished skin, featuring tender segments and a sweet, tangy flavor."
mandarin_257,"A vibrant pale orange fruit with a spherical appearance, known for its loose peel and sappy interior."
mandarin_258,"A tiny citrus fruit with bright deep orange color, offering easy-to-remove skin and sugary segments."
mandarin_259,"A petite orange fruit with glossy rind, featuring flavorful segments and a refreshing taste."
mandarin_260,"A tiny, spherical citrus fruit featuring bright brilliant orange skin and delightful, sappy segments."
mandarin_261,"A petite citrus fruit featuring vibrant pale orange rind and tender, flavorful segments inside."
mandarin_262,"A petite bright orange citrus fruit with silky, glossy skin and delightful, tangy segments."
mandarin_263,"A bright vivid orange fruit with a spherical shape, featuring easy-to-peel skin and pulpy, candy-like flesh."
mandarin_264,"An petite citrus fruit with vibrant brilliant orange color, known for its loose skin and flavorful segments."
mandarin_265,"A petite circular fruit featuring bright vivid orange rind, offering candy-like, sappy segments and easy peeling."
mandarin_266,"A miniature deep orange citrus with silky skin, featuring tender segments and a pleasant, tangy flavor."
mandarin_267,"An vibrant golden orange fruit with a spherical appearance, known for its loose peel and moist interior."
mandarin_268,"A petite citrus fruit with bright brilliant orange color, offering easy-to-remove skin and pleasant segments."
mandarin_269,"An petite deep orange fruit with glossy rind, featuring flavorful segments and a refreshing taste."
mandarin_270,"An small, round citrus fruit featuring bright orange skin and luscious, succulent segments."
mandarin_271,"An petite citrus fruit featuring vibrant vibrant orange rind and tender, flavorful segments inside."
mandarin_272,"A petite bright orange citrus fruit with glossy, glossy skin and luscious, tangy segments."
mandarin_273,"An bright vibrant orange fruit with a spherical shape, featuring easy-to-peel skin and watery, sugary flesh."
mandarin_274,"A miniature citrus fruit with vibrant pale orange color, known for its loose skin and flavorful segments."
mandarin_275,"A petite globular fruit featuring bright golden orange rind, providing candy-like, watery segments and easy peeling."
mandarin_276,"An tiny vibrant orange citrus with glossy skin, featuring tender segments and a sweet, tangy flavor."
mandarin_277,"A vibrant brilliant orange fruit with a round appearance, known for its loose peel and moist interior."
mandarin_278,"A small citrus fruit with bright deep orange color, offering easy-to-remove skin and sweet segments."
mandarin_279,"An petite bright orange fruit with glossy rind, featuring flavorful segments and a refreshing taste."
mandarin_280,"A small, round citrus fruit featuring bright golden orange skin and pleasant, juicy segments."
mandarin_281,"A petite citrus fruit featuring vibrant brilliant orange rind and tender, flavorful segments inside."
mandarin_282,"An compact brilliant orange citrus fruit with silky, glossy skin and sugary, tangy segments."
mandarin_283,"A bright orange fruit with a circular shape, featuring easy-to-peel skin and juicy, pleasant flesh."
mandarin_284,"An petite citrus fruit featuring vibrant orange color, known for its loose skin and flavorful segments."
mandarin_285,"An petite spherical fruit featuring bright golden orange rind, offering honeyed, juicy segments and easy peeling."
mandarin_286,"A miniature pale orange citrus with sleek skin, featuring tender segments and a candy-like, tangy flavor."
mandarin_287,"A vibrant pale orange fruit with a round appearance, prized for its loose peel and watery interior."
mandarin_288,"An tiny citrus fruit with bright pale orange color, offering easy-to-remove skin and sweet segments."
mandarin_289,"An petite brilliant orange fruit featuring glossy rind, featuring flavorful segments and a refreshing taste."
mandarin_290,"A tiny, round citrus fruit featuring bright deep orange skin and sugary, juicy segments."
mandarin_291,"An petite citrus fruit featuring vibrant brilliant orange rind and tender, flavorful segments inside."
mandarin_292,"A tiny orange citrus fruit with glossy, glossy skin and sweet, tangy segments."
mandarin_293,"A bright vibrant orange fruit with a spherical shape, featuring easy-to-peel skin and moist, sugary flesh."
mandarin_294,"An miniature citrus fruit with vibrant bright orange color, prized for its loose skin and flavorful segments."
mandarin_295,"A petite round fruit featuring bright orange rind, offering honeyed, succulent segments and easy peeling."
mandarin_296,"A tiny vibrant orange citrus with silky skin, featuring tender segments and a luscious, tangy flavor."
mandarin_297,"An vibrant vibrant orange fruit with a globular appearance, known for its loose peel and watery interior."
mandarin_298,"A small citrus fruit with bright orange color, offering easy-to-remove skin and sweet segments."
mandarin_299,"An petite pale orange fruit featuring glossy rind, featuring flavorful segments and a refreshing taste."
mandarin_300,"An small, circular citrus fruit featuring bright vivid orange skin and pleasant, pulpy segments."
mandarin_301,"A petite citrus fruit with vibrant vibrant orange rind and tender, flavorful segments inside (variant 301)."
mandarin_302,"A tiny vibrant orange citrus fruit with polished, glossy skin and luscious, tangy segments."
mandarin_303,"An bright vibrant orange fruit with a circular shape, featuring easy-to-peel skin and watery, sweet flesh."
mandarin_304,"A petite citrus fruit with vibrant vibrant orange color, known for its loose skin and flavorful segments."
mandarin_305,"A petite circular fruit featuring bright vibrant orange rind, offering sweet, sappy segments and easy peeling."
mandarin_306,"An tiny pale orange citrus with lustrous skin, featuring tender segments and a luscious, tangy flavor."
mandarin_307,"A vibrant orange fruit with a round appearance, known for its loose peel and juicy interior."
mandarin_308,"A compact citrus fruit with bright deep orange color, providing easy-to-remove skin and sugary segments."
mandarin_309,"A petite brilliant orange fruit featuring glossy rind, featuring flavorful segments and a refreshing taste."
mandarin_310,"A tiny, spherical citrus fruit featuring bright deep orange skin and sweet, moist segments."
mandarin_311,"An petite citrus fruit featuring vibrant orange rind and tender, flavorful segments inside."
mandarin_312,"An small deep orange citrus fruit with lustrous, glossy skin and pleasant, tangy segments."
mandarin_313,"A bright vivid orange fruit with a spherical shape, featuring easy-to-peel skin and watery, sugary flesh."
mandarin_314,"An miniature citrus fruit featuring vibrant deep orange color, prized for its loose skin and flavorful segments."
mandarin_315,"An petite spherical fruit featuring bright pale orange rind, offering candy-like, succulent segments and easy peeling."
mandarin_316,"A small golden orange citrus with polished skin, featuring tender segments and a sweet, tangy flavor."
mandarin_317,"An vibrant brilliant orange fruit with a circular appearance, known for its loose peel and moist interior."
mandarin_318,"An small citrus fruit with bright vibrant orange color, offering easy-to-remove skin and sugary segments."
mandarin_319,"An petite vivid orange fruit featuring glossy rind, featuring flavorful segments and a refreshing taste."
mandarin_320,"A small, circular citrus fruit featuring bright bright orange skin and candy-like, watery segments."
mandarin_321,"An petite citrus fruit featuring vibrant deep orange rind and tender, flavorful segments inside."
mandarin_322,"A miniature pale orange citrus fruit with sleek, glossy skin and sweet, tangy segments."
mandarin_323,"An bright deep orange fruit with a globular shape, featuring easy-to-peel skin and pulpy, delightful flesh."
mandarin_324,"An petite citrus fruit with vibrant deep orange color, known for its loose skin and flavorful segments."
mandarin_325,"A petite circular fruit featuring bright golden orange rind, offering candy-like, moist segments and easy peeling."
mandarin_326,"A small deep orange citrus with silky skin, featuring tender segments and a delightful, tangy flavor."
mandarin_327,"An vibrant orange fruit with a globular appearance, known for its loose peel and succulent interior."
mandarin_328,"A petite citrus fruit with bright golden orange color, offering easy-to-remove skin and honeyed segments."
mandarin_329,"A petite deep orange fruit with glossy rind, featuring flavorful segments and a refreshing taste (variant 329)."
mandarin_330,"An small, spherical citrus fruit featuring bright golden orange skin and candy-like, moist segments."
mandarin_331,"A petite citrus fruit with vibrant orange rind and tender, flavorful segments inside (variant 331)."
mandarin_332,"A petite orange citrus fruit with glossy, glossy skin and sweet, tangy segments."
mandarin_333,"An bright brilliant orange fruit with a globular shape, featuring easy-to-peel skin and watery, delightful flesh."
mandarin_334,"A petite citrus fruit featuring vibrant orange color, known for its loose skin and flavorful segments."
mandarin_335,"A petite globular fruit featuring bright vibrant orange rind, offering sweet, moist segments and easy peeling."
mandarin_336,"An compact bright orange citrus with polished skin, featuring tender segments and a luscious, tangy flavor."
mandarin_337,"A vibrant vibrant orange fruit with a round appearance, known for its loose peel and juicy interior."
mandarin_338,"A tiny citrus fruit with bright golden orange color, offering easy-to-remove skin and luscious segments."
mandarin_339,"An petite orange fruit with glossy rind, featuring flavorful segments and a refreshing taste (variant 339)."
mandarin_340,"A small, round citrus fruit featuring bright golden orange skin and sugary, succulent segments."
mandarin_341,"A petite citrus fruit with vibrant golden orange rind and tender, flavorful segments inside (variant 341)."
mandarin_342,"An petite pale orange citrus fruit with silky, glossy skin and sweet, tangy segments."
mandarin_343,"A bright pale orange fruit with a round shape, featuring easy-to-peel skin and juicy, sugary flesh."
mandarin_344,"An miniature citrus fruit featuring vibrant deep orange color, known for its loose skin and flavorful segments."
mandarin_345,"An petite round fruit featuring bright orange rind, offering delightful, watery segments and easy peeling."
mandarin_346,"A petite vivid orange citrus with sleek skin, featuring tender segments and a honeyed, tangy flavor."
mandarin_347,"A vibrant bright orange fruit with a globular appearance, known for its loose peel and pulpy interior."
mandarin_348,"An small citrus fruit with bright vibrant orange color, offering easy-to-remove skin and delightful segments."
mandarin_349,"A petite bright orange fruit with glossy rind, featuring flavorful segments and a refreshing taste (variant 349)."
mandarin_350,"A compact, spherical citrus fruit featuring bright vivid orange skin and candy-like, moist segments."
mandarin_351,"An petite citrus fruit with vibrant golden orange rind and tender, flavorful segments inside (variant 351)."
mandarin_352,"A compact bright orange citrus fruit with glossy, glossy skin and luscious, tangy segments."
mandarin_353,"A bright vivid orange fruit with a globular shape, featuring easy-to-peel skin and pulpy, delightful flesh."
mandarin_354,"An tiny citrus fruit with vibrant orange color, known for its loose skin and flavorful segments."
mandarin_355,"A petite globular fruit featuring bright deep orange rind, offering luscious, succulent segments and easy peeling."
mandarin_356,"A compact brilliant orange citrus with shiny skin, featuring tender segments and a candy-like, tangy flavor."
mandarin_357,"An vibrant deep orange fruit with a circular appearance, prized for its loose peel and watery interior."
mandarin_358,"A compact citrus fruit with bright brilliant orange color, offering easy-to-remove skin and candy-like segments."
mandarin_359,"A petite pale orange fruit with glossy rind, featuring flavorful segments and a refreshing taste (variant 359)."
mandarin_360,"An compact, globular citrus fruit featuring bright brilliant orange skin and honeyed, moist segments."
mandarin_361,"A petite citrus fruit with vibrant golden orange rind and tender, flavorful segments inside (variant 361)."
mandarin_362,"A compact vivid orange citrus fruit with glossy, glossy skin and honeyed, tangy segments."
mandarin_363,"An bright orange fruit with a round shape, featuring easy-to-peel skin and pulpy, honeyed flesh."
mandarin_364,"A miniature citrus fruit with vibrant bright orange color, prized for its loose skin and flavorful segments."
mandarin_365,"A petite round fruit featuring bright golden orange rind, offering luscious, moist segments and easy peeling."
mandarin_366,"An tiny brilliant orange citrus with sleek skin, featuring tender segments and a sweet, tangy flavor."
mandarin_367,"A vibrant orange fruit with a spherical appearance, known for its loose peel and watery interior."
mandarin_368,"An petite citrus fruit with bright deep orange color, offering easy-to-remove skin and sweet segments."
mandarin_369,"An petite vivid orange fruit with glossy rind, featuring flavorful segments and a refreshing taste (variant 369)."
mandarin_370,"A compact, round citrus fruit featuring bright brilliant orange skin and pleasant, sappy segments."
mandarin_371,"A petite citrus fruit with vibrant bright orange rind and tender, flavorful segments inside (variant 371)."
mandarin_372,"An tiny vivid orange citrus fruit with smooth, glossy skin and sugary, tangy segments."
mandarin_373,"A bright golden orange fruit with a globular shape, featuring easy-to-peel skin and watery, luscious flesh."
mandarin_374,"A small citrus fruit with vibrant deep orange color, known for its loose skin and flavorful segments."
mandarin_375,"An petite round fruit featuring bright pale orange rind, offering pleasant, juicy segments and easy peeling."
mandarin_376,"A petite pale orange citrus with silky skin, featuring tender segments and a pleasant, tangy flavor."
mandarin_377,"A vibrant orange fruit with a round appearance, known for its loose peel and pulpy interior."
mandarin_378,"An petite citrus fruit with bright brilliant orange color, offering easy-to-remove skin and pleasant segments."
mandarin_379,"A petite golden orange fruit with glossy rind, featuring flavorful segments and a refreshing taste (variant 379)."
mandarin_380,"A miniature, spherical citrus fruit featuring bright vivid orange skin and luscious, watery segments."
mandarin_381,"An petite citrus fruit with vibrant vibrant orange rind and tender, flavorful segments inside (variant 381)."
mandarin_382,"A tiny brilliant orange citrus fruit with shiny, glossy skin and luscious, tangy segments."
mandarin_383,"A bright brilliant orange fruit with a circular shape, featuring easy-to-peel skin and watery, honeyed flesh."
mandarin_384,"An small citrus fruit with vibrant golden orange color, known for its loose skin and flavorful segments."
mandarin_385,"A petite circular fruit featuring bright deep orange rind, providing sweet, sappy segments and easy peeling."
mandarin_386,"A petite orange citrus with sleek skin, featuring tender segments and a delightful, tangy flavor."
mandarin_387,"An vibrant orange fruit with a circular appearance, known for its loose peel and succulent interior."
mandarin_388,"A small citrus fruit with bright vibrant orange color, offering easy-to-remove skin and sweet segments."
mandarin_389,"A petite pale orange fruit with glossy rind, featuring flavorful segments and a refreshing taste (variant 389)."
mandarin_390,"An compact, globular citrus fruit featuring bright vivid orange skin and sweet, sappy segments."
mandarin_391,"A petite citrus fruit with vibrant brilliant orange rind and tender, flavorful segments inside (variant 391)."
mandarin_392,"A small deep orange citrus fruit with smooth, glossy skin and delightful, tangy segments."
mandarin_393,"An bright deep orange fruit with a globular shape, featuring easy-to-peel skin and pulpy, luscious flesh."
mandarin_394,"A small citrus fruit with vibrant pale orange color, known for its loose skin and flavorful segments."
mandarin_395,"A petite round fruit featuring bright golden orange rind, offering sweet, pulpy segments and easy peeling."
mandarin_396,"An petite brilliant orange citrus with silky skin, featuring tender segments and a honeyed, tangy flavor."
mandarin_397,"A vibrant bright orange fruit with a spherical appearance, known for its loose peel and succulent interior."
mandarin_398,"A petite citrus fruit with bright brilliant orange color, offering easy-to-remove skin and luscious segments."
mandarin_399,"An petite golden orange fruit with glossy rind, featuring flavorful segments and a refreshing taste (variant 399)."
mandarin_400,"A miniature, spherical citrus fruit featuring bright brilliant orange skin and sugary, juicy segments."
mandarin_401,"A petite citrus fruit with vibrant vibrant orange rind and tender, flavorful segments inside (variant 401)."
mandarin_402,"An miniature vivid orange citrus fruit with silky, glossy skin and pleasant, tangy segments."
mandarin_403,"A bright golden orange fruit with a globular shape, featuring easy-to-peel skin and succulent, sweet flesh."
mandarin_404,"An compact citrus fruit featuring vibrant vivid orange color, known for its loose skin and flavorful segments."
mandarin_405,"An petite circular fruit featuring bright brilliant orange rind, offering honeyed, moist segments and easy peeling."
mandarin_406,"A miniature bright orange citrus with glossy skin, featuring tender segments and a sugary, tangy flavor."
mandarin_407,"A vibrant vivid orange fruit with a round appearance, known for its loose peel and moist interior."
mandarin_408,"An compact citrus fruit with bright pale orange color, offering easy-to-remove skin and honeyed segments."
mandarin_409,"A petite orange fruit with glossy rind, featuring flavorful segments and a refreshing taste (variant 409)."
mandarin_410,"A tiny, spherical citrus fruit featuring bright golden orange skin and luscious, succulent segments."
mandarin_411,"An petite citrus fruit with vibrant golden orange rind and tender, flavorful segments inside (variant 411)."
mandarin_412,"A tiny bright orange citrus fruit with polished, glossy skin and candy-like, tangy segments."
mandarin_413,"A bright deep orange fruit with a spherical shape, featuring easy-to-peel skin and pulpy, honeyed flesh."
mandarin_414,"A miniature citrus fruit featuring vibrant pale orange color, known for its loose skin and flavorful segments."
mandarin_415,"A petite circular fruit featuring bright vibrant orange rind, offering sugary, sappy segments and easy peeling."
mandarin_416,"A miniature golden orange citrus with silky skin, featuring tender segments and a luscious, tangy flavor."
mandarin_417,"An vibrant deep orange fruit with a circular appearance, known for its loose peel and sappy interior."
mandarin_418,"A compact citrus fruit with bright deep orange color, providing easy-to-remove skin and candy-like segments."
mandarin_419,"A petite golden orange fruit with glossy rind, featuring flavorful segments and a refreshing taste (variant 419)."
mandarin_420,"An petite, globular citrus fruit featuring bright golden orange skin and delightful, watery segments."
mandarin_421,"A petite citrus fruit with vibrant golden orange rind and tender, flavorful segments inside (variant 421)."
mandarin_422,"A tiny vibrant orange citrus fruit with polished, glossy skin and delightful, tangy segments."
mandarin_423,"An bright brilliant orange fruit with a circular shape, featuring easy-to-peel skin and pulpy, candy-like flesh."
mandarin_424,"A compact citrus fruit featuring vibrant vivid orange color, known for its loose skin and flavorful segments."
mandarin_425,"A petite round fruit featuring bright vivid orange rind, offering candy-like, sappy segments and easy peeling."
mandarin_426,"An small bright orange citrus with sleek skin, featuring tender segments and a sweet, tangy flavor."
mandarin_427,"A vibrant vibrant orange fruit with a round appearance, prized for its loose peel and pulpy interior."
mandarin_428,"An small citrus fruit with bright bright orange color, providing easy-to-remove skin and sugary segments."
mandarin_429,"An petite deep orange fruit with glossy rind, featuring flavorful segments and a refreshing taste (variant 429)."
mandarin_430,"A petite, globular citrus fruit featuring bright deep orange skin and delightful, watery segments."
mandarin_431,"A petite citrus fruit with vibrant vibrant orange rind and tender, flavorful segments inside (variant 431)."
mandarin_432,"An small pale orange citrus fruit with polished, glossy skin and delightful, tangy segments."
mandarin_433,"A bright vivid orange fruit with a circular shape, featuring easy-to-peel skin and succulent, honeyed flesh."
mandarin_434,"A petite citrus fruit with vibrant golden orange color, prized for its loose skin and flavorful segments."
mandarin_435,"An petite globular fruit featuring bright bright orange rind, offering candy-like, watery segments and easy peeling."
mandarin_436,"A tiny golden orange citrus with sleek skin, featuring tender segments and a luscious, tangy flavor."
