sample_id,category,weight,color,season,origin
cucumber_0016,cucumber,218.9,red,spring,local
cucumber_0017,cucumber,141.45,red,spring,local
cucumber_0018,cucumber,223.94,brown,winter,local
cucumber_0019,cucumber,271.55,brown,autumn,imported
cucumber_0020,cucumber,439.51,green,summer,tropical
cucumber_0021,cucumber,233.41,orange,winter,tropical
cucumber_0022,cucumber,394.04,brown,spring,imported
cucumber_0023,cucumber,480.22,orange,spring,local
cucumber_0024,cucumber,99.17,yellow,autumn,imported
cucumber_0025,cucumber,247.62,green,spring,local
cucumber_0026,cucumber,451.89,white,winter,tropical
cucumber_0027,cucumber,447.56,orange,summer,imported
cucumber_0028,cucumber,279.69,white,autumn,imported
cucumber_0029,cucumber,619.21,orange,spring,imported
cucumber_0030,cucumber,359.47,orange,autumn,imported
cucumber_0031,cucumber,361.64,brown,winter,local
cucumber_0032,cucumber,184.73,brown,winter,local
cucumber_0033,cucumber,412.0,brown,summer,imported
cucumber_0034,cucumber,144.82,orange,autumn,tropical
cucumber_0035,cucumber,53.99,green,winter,local
cucumber_0036,cucumber,354.57,green,winter,imported
cucumber_0037,cucumber,684.47,orange,summer,local
cucumber_0038,cucumber,425.37,orange,spring,imported
cucumber_0039,cucumber,114.28,green,winter,local
cucumber_0040,cucumber,396.02,orange,autumn,tropical
cucumber_0041,cucumber,394.75,white,autumn,tropical
cucumber_0042,cucumber,326.12,yellow,autumn,tropical
cucumber_0043,cucumber,269.43,orange,winter,tropical
cucumber_0044,cucumber,233.39,green,spring,tropical
cucumber_0045,cucumber,79.7,brown,winter,imported
cucumber_0046,cucumber,99.95,yellow,summer,local
cucumber_0047,cucumber,476.46,green,winter,local
cucumber_0048,cucumber,479.8,orange,spring,local
cucumber_0049,cucumber,184.8,brown,winter,local
cucumber_0050,cucumber,275.28,brown,winter,imported
cucumber_0051,cucumber,368.19,yellow,summer,local
cucumber_0052,cucumber,82.81,orange,winter,local
cucumber_0053,cucumber,182.88,orange,autumn,local
cucumber_0054,cucumber,176.45,brown,spring,tropical
cucumber_0055,cucumber,468.15,yellow,autumn,imported
cucumber_0056,cucumber,457.75,brown,winter,local
cucumber_0057,cucumber,264.4,white,spring,tropical
cucumber_0058,cucumber,338.21,red,autumn,local
cucumber_0059,cucumber,321.57,white,autumn,local
cucumber_0060,cucumber,341.52,white,winter,imported
cucumber_0061,cucumber,449.9,brown,autumn,local
cucumber_0062,cucumber,252.21,green,summer,tropical
cucumber_0063,cucumber,331.15,orange,spring,tropical
cucumber_0064,cucumber,357.18,yellow,winter,tropical
cucumber_0065,cucumber,371.28,brown,winter,tropical
cucumber_0066,cucumber,411.78,orange,summer,imported
cucumber_0067,cucumber,284.08,green,autumn,tropical
cucumber_0068,cucumber,398.91,yellow,winter,imported
cucumber_0069,cucumber,273.51,brown,winter,tropical
cucumber_0070,cucumber,110.22,yellow,autumn,imported
cucumber_0071,cucumber,74.45,yellow,autumn,local
cucumber_0072,cucumber,627.78,green,summer,imported
cucumber_0073,cucumber,71.08,brown,summer,tropical
cucumber_0074,cucumber,368.14,yellow,summer,imported
cucumber_0075,cucumber,561.71,red,spring,local
cucumber_0076,cucumber,383.41,red,spring,imported
cucumber_0077,cucumber,95.85,brown,spring,local
cucumber_0078,cucumber,171.68,red,winter,local
cucumber_0079,cucumber,191.01,red,summer,local
cucumber_0080,cucumber,451.34,brown,summer,imported
cucumber_0081,cucumber,459.47,brown,summer,local
cucumber_0082,cucumber,483.84,brown,winter,imported
cucumber_0083,cucumber,359.16,green,summer,tropical
cucumber_0084,cucumber,224.44,yellow,autumn,tropical
cucumber_0085,cucumber,541.74,orange,spring,tropical
cucumber_0086,cucumber,370.87,yellow,spring,tropical
cucumber_0087,cucumber,484.72,green,spring,local
cucumber_0088,cucumber,477.85,yellow,summer,imported
cucumber_0089,cucumber,184.12,green,winter,imported
cucumber_0090,cucumber,401.82,white,autumn,tropical
cucumber_0091,cucumber,71.68,brown,autumn,local
cucumber_0092,cucumber,480.56,yellow,summer,imported
cucumber_0093,cucumber,244.73,orange,spring,local
cucumber_0094,cucumber,144.0,yellow,autumn,local
cucumber_0095,cucumber,216.42,red,summer,imported
cucumber_0096,cucumber,395.41,white,spring,local
cucumber_0097,cucumber,419.98,yellow,summer,local
cucumber_0098,cucumber,145.4,green,autumn,local
cucumber_0099,cucumber,262.53,red,summer,imported
cucumber_0100,cucumber,147.08,red,spring,imported
cucumber_0101,cucumber,323.49,white,autumn,local
cucumber_0102,cucumber,111.47,white,spring,local
cucumber_0103,cucumber,382.37,brown,spring,imported
cucumber_0104,cucumber,340.17,green,spring,local
cucumber_0105,cucumber,370.94,brown,spring,imported
cucumber_0106,cucumber,450.6,brown,winter,imported
cucumber_0107,cucumber,215.5,orange,summer,local
cucumber_0108,cucumber,100.18,white,summer,local
cucumber_0109,cucumber,170.42,white,autumn,tropical
cucumber_0110,cucumber,56.61,red,winter,tropical
cucumber_0111,cucumber,531.09,yellow,spring,tropical
cucumber_0112,cucumber,236.14,red,spring,tropical
cucumber_0113,cucumber,231.93,green,spring,imported
cucumber_0114,cucumber,616.02,yellow,spring,tropical
cucumber_0115,cucumber,483.57,yellow,winter,local
cucumber_0116,cucumber,354.89,red,winter,local
cucumber_0117,cucumber,398.3,green,winter,local
cucumber_0118,cucumber,284.58,yellow,spring,local
cucumber_0119,cucumber,692.54,white,spring,local
cucumber_0120,cucumber,413.22,white,winter,tropical
cucumber_0121,cucumber,573.33,brown,autumn,tropical
cucumber_0122,cucumber,397.91,yellow,summer,imported
cucumber_0123,cucumber,206.64,orange,spring,tropical
cucumber_0124,cucumber,50.61,brown,autumn,tropical
cucumber_0125,cucumber,340.91,red,summer,tropical
cucumber_0126,cucumber,724.64,orange,spring,local
cucumber_0127,cucumber,402.44,red,winter,local
cucumber_0128,cucumber,256.1,orange,summer,local
cucumber_0129,cucumber,186.31,orange,summer,imported
cucumber_0130,cucumber,152.71,orange,autumn,imported
cucumber_0131,cucumber,267.83,brown,spring,tropical
cucumber_0132,cucumber,263.21,red,spring,local
cucumber_0133,cucumber,481.01,green,autumn,imported
cucumber_0134,cucumber,403.34,green,spring,local
cucumber_0135,cucumber,295.02,red,autumn,tropical
cucumber_0136,cucumber,84.02,green,summer,tropical
cucumber_0137,cucumber,151.42,red,autumn,imported
cucumber_0138,cucumber,113.36,yellow,autumn,imported
cucumber_0139,cucumber,401.59,brown,autumn,imported
cucumber_0140,cucumber,116.13,white,summer,local
cucumber_0141,cucumber,336.18,green,autumn,tropical
cucumber_0142,cucumber,353.36,red,autumn,imported
cucumber_0143,cucumber,205.34,white,spring,tropical
cucumber_0144,cucumber,180.73,white,summer,local
cucumber_0145,cucumber,450.56,red,winter,imported
cucumber_0146,cucumber,77.99,white,spring,tropical
cucumber_0147,cucumber,53.53,brown,summer,tropical
cucumber_0148,cucumber,251.45,green,summer,imported
cucumber_0149,cucumber,481.07,white,spring,local
cucumber_0150,cucumber,158.85,orange,summer,local
cucumber_0151,cucumber,355.83,green,winter,local
cucumber_0152,cucumber,173.62,green,summer,imported
cucumber_0153,cucumber,256.85,yellow,autumn,tropical
cucumber_0154,cucumber,541.44,green,autumn,imported
cucumber_0155,cucumber,250.49,red,spring,tropical
cucumber_0156,cucumber,72.49,yellow,summer,local
cucumber_0157,cucumber,491.54,brown,spring,tropical
cucumber_0158,cucumber,434.2,red,winter,imported
cucumber_0159,cucumber,482.28,orange,autumn,imported
cucumber_0160,cucumber,478.14,green,autumn,tropical
cucumber_0161,cucumber,370.28,white,summer,imported
cucumber_0162,cucumber,306.29,yellow,spring,local
cucumber_0163,cucumber,246.65,green,winter,local
cucumber_0164,cucumber,82.89,white,winter,tropical
cucumber_0165,cucumber,491.53,green,autumn,tropical
cucumber_0166,cucumber,406.67,red,summer,tropical
cucumber_0167,cucumber,474.67,yellow,spring,local
cucumber_0168,cucumber,284.66,white,winter,tropical
cucumber_0169,cucumber,390.79,yellow,winter,imported
cucumber_0170,cucumber,264.61,orange,autumn,tropical
cucumber_0171,cucumber,161.3,white,autumn,imported
cucumber_0172,cucumber,349.97,red,autumn,imported
cucumber_0173,cucumber,304.29,brown,winter,imported
cucumber_0174,cucumber,502.26,brown,spring,tropical
cucumber_0175,cucumber,210.66,yellow,summer,tropical
cucumber_0176,cucumber,152.9,white,autumn,tropical
cucumber_0177,cucumber,149.93,white,autumn,imported
cucumber_0178,cucumber,431.62,white,summer,imported
cucumber_0179,cucumber,92.93,yellow,autumn,imported
cucumber_0180,cucumber,63.13,white,autumn,imported
cucumber_0181,cucumber,348.1,brown,autumn,local
cucumber_0182,cucumber,180.0,green,winter,local
cucumber_0183,cucumber,463.79,orange,spring,tropical
cucumber_0184,cucumber,70.21,brown,winter,tropical
cucumber_0185,cucumber,217.28,yellow,spring,imported
cucumber_0186,cucumber,389.42,brown,spring,imported
cucumber_0187,cucumber,477.92,red,summer,tropical
cucumber_0188,cucumber,210.7,white,winter,imported
cucumber_0189,cucumber,162.95,white,winter,tropical
cucumber_0190,cucumber,211.36,orange,spring,tropical
cucumber_0191,cucumber,158.18,brown,autumn,local
cucumber_0192,cucumber,463.21,white,winter,imported
cucumber_0193,cucumber,277.68,yellow,spring,local
cucumber_0194,cucumber,543.81,white,autumn,tropical
cucumber_0195,cucumber,440.05,orange,winter,tropical
cucumber_0196,cucumber,477.71,brown,summer,local
cucumber_0197,cucumber,246.48,brown,winter,tropical
cucumber_0198,cucumber,282.51,brown,spring,imported
cucumber_0199,cucumber,177.12,brown,autumn,tropical
cucumber_0200,cucumber,452.34,brown,spring,local
cucumber_0201,cucumber,451.65,red,summer,tropical
cucumber_0202,cucumber,401.16,orange,summer,imported
cucumber_0203,cucumber,273.89,green,summer,tropical
cucumber_0204,cucumber,316.01,red,autumn,imported
cucumber_0205,cucumber,199.2,yellow,winter,local
cucumber_0206,cucumber,143.18,green,autumn,imported
cucumber_0207,cucumber,81.05,orange,spring,local
cucumber_0208,cucumber,278.11,brown,winter,local
cucumber_0209,cucumber,414.9,red,autumn,tropical
cucumber_0210,cucumber,199.49,green,autumn,tropical
cucumber_0211,cucumber,397.01,yellow,summer,imported
cucumber_0212,cucumber,118.22,brown,winter,local
cucumber_0213,cucumber,292.59,orange,winter,imported
cucumber_0214,cucumber,531.97,yellow,winter,tropical
cucumber_0215,cucumber,604.14,red,spring,imported
cucumber_0216,cucumber,285.13,red,spring,imported
cucumber_0217,cucumber,487.89,yellow,summer,tropical
cucumber_0218,cucumber,186.89,green,autumn,local
cucumber_0219,cucumber,682.34,brown,winter,local
cucumber_0220,cucumber,485.08,white,summer,tropical
cucumber_0221,cucumber,348.37,white,winter,local
cucumber_0222,cucumber,431.79,white,autumn,imported
cucumber_0223,cucumber,186.32,green,summer,imported
cucumber_0224,cucumber,370.68,orange,autumn,local
cucumber_0225,cucumber,131.73,yellow,summer,imported
cucumber_0226,cucumber,455.87,brown,spring,tropical
cucumber_0227,cucumber,493.19,orange,autumn,imported
cucumber_0228,cucumber,226.94,white,winter,imported
cucumber_0229,cucumber,347.46,red,autumn,local
cucumber_0230,cucumber,295.02,green,spring,local
cucumber_0231,cucumber,125.29,green,winter,tropical
cucumber_0232,cucumber,312.7,green,winter,tropical
cucumber_0233,cucumber,69.09,yellow,winter,local
cucumber_0234,cucumber,320.7,brown,summer,imported
cucumber_0235,cucumber,371.49,white,autumn,tropical
cucumber_0236,cucumber,96.13,orange,summer,tropical
cucumber_0237,cucumber,279.0,yellow,summer,tropical
cucumber_0238,cucumber,469.82,yellow,summer,tropical
cucumber_0239,cucumber,363.74,yellow,spring,imported
cucumber_0240,cucumber,257.77,red,summer,tropical
cucumber_0241,cucumber,362.57,brown,spring,tropical
cucumber_0242,cucumber,437.76,green,winter,tropical
cucumber_0243,cucumber,413.18,white,summer,imported
cucumber_0244,cucumber,205.4,red,summer,tropical
cucumber_0245,cucumber,490.34,orange,autumn,tropical
cucumber_0246,cucumber,365.53,orange,winter,imported
cucumber_0247,cucumber,302.93,yellow,summer,imported
cucumber_0248,cucumber,273.32,yellow,summer,imported
cucumber_0249,cucumber,123.37,green,winter,imported
cucumber_0250,cucumber,380.5,orange,winter,imported
cucumber_0251,cucumber,61.34,white,spring,imported
cucumber_0252,cucumber,55.14,green,summer,tropical
cucumber_0253,cucumber,486.62,red,winter,tropical
cucumber_0254,cucumber,155.74,red,autumn,local
cucumber_0255,cucumber,417.71,yellow,summer,tropical
cucumber_0256,cucumber,485.17,yellow,summer,tropical
cucumber_0257,cucumber,277.16,white,spring,local
cucumber_0258,cucumber,438.19,yellow,summer,tropical
cucumber_0259,cucumber,410.0,white,summer,imported
cucumber_0260,cucumber,228.45,white,winter,imported
cucumber_0261,cucumber,439.38,brown,autumn,imported
cucumber_0262,cucumber,189.4,yellow,summer,local
cucumber_0263,cucumber,442.14,yellow,autumn,imported
cucumber_0264,cucumber,408.51,white,autumn,imported
cucumber_0265,cucumber,331.19,white,summer,local
cucumber_0266,cucumber,424.77,yellow,summer,local
cucumber_0267,cucumber,55.47,white,winter,imported
cucumber_0268,cucumber,73.33,brown,spring,tropical
cucumber_0269,cucumber,179.43,brown,summer,imported
cucumber_0270,cucumber,208.83,brown,winter,local
cucumber_0271,cucumber,200.32,red,spring,imported
cucumber_0272,cucumber,232.04,brown,spring,tropical
cucumber_0273,cucumber,402.69,red,spring,tropical
cucumber_0274,cucumber,244.75,green,summer,local
cucumber_0275,cucumber,199.61,white,summer,local
cucumber_0276,cucumber,218.26,yellow,spring,tropical
cucumber_0277,cucumber,338.78,red,spring,local
cucumber_0278,cucumber,334.53,orange,spring,imported
cucumber_0279,cucumber,238.25,orange,summer,tropical
cucumber_0280,cucumber,95.62,white,winter,imported
cucumber_0281,cucumber,174.34,red,summer,imported
cucumber_0282,cucumber,491.17,red,summer,local
cucumber_0283,cucumber,283.42,brown,autumn,local
cucumber_0284,cucumber,486.8,white,winter,tropical
cucumber_0285,cucumber,231.62,brown,summer,imported
cucumber_0286,cucumber,367.05,white,winter,imported
cucumber_0287,cucumber,205.94,brown,spring,local
cucumber_0288,cucumber,168.92,orange,summer,local
cucumber_0289,cucumber,267.37,white,winter,tropical
cucumber_0290,cucumber,179.36,red,spring,local
cucumber_0291,cucumber,485.84,yellow,spring,imported
cucumber_0292,cucumber,84.64,green,autumn,imported
cucumber_0293,cucumber,478.14,yellow,winter,tropical
cucumber_0294,cucumber,91.43,white,spring,imported
cucumber_0295,cucumber,330.64,green,summer,imported
cucumber_0296,cucumber,741.25,red,spring,local
cucumber_0297,cucumber,162.9,red,spring,imported
cucumber_0298,cucumber,367.98,yellow,spring,tropical
cucumber_0299,cucumber,190.81,white,summer,local
cucumber_0300,cucumber,318.95,red,spring,local
cucumber_0301,cucumber,476.03,orange,summer,local
cucumber_0302,cucumber,119.67,orange,autumn,tropical
cucumber_0303,cucumber,381.44,orange,winter,tropical
cucumber_0304,cucumber,141.18,white,spring,imported
cucumber_0305,cucumber,365.51,brown,summer,local
cucumber_0306,cucumber,645.73,red,autumn,tropical
cucumber_0307,cucumber,163.9,orange,spring,tropical
cucumber_0308,cucumber,480.91,white,autumn,tropical
cucumber_0309,cucumber,427.91,red,summer,local
cucumber_0310,cucumber,352.61,white,winter,local
cucumber_0311,cucumber,608.4,brown,autumn,tropical
cucumber_0312,cucumber,91.68,brown,autumn,tropical
cucumber_0313,cucumber,461.55,yellow,summer,local
cucumber_0314,cucumber,166.42,red,winter,tropical
cucumber_0315,cucumber,647.36,white,spring,local
cucumber_0316,cucumber,325.98,brown,winter,local
cucumber_0317,cucumber,158.91,yellow,spring,local
cucumber_0318,cucumber,91.13,red,winter,tropical
cucumber_0319,cucumber,444.86,brown,summer,imported
cucumber_0320,cucumber,56.19,yellow,summer,imported
cucumber_0321,cucumber,146.48,red,winter,imported
cucumber_0322,cucumber,161.4,yellow,summer,tropical
cucumber_0323,cucumber,256.52,red,spring,tropical
cucumber_0324,cucumber,323.03,green,winter,tropical
cucumber_0325,cucumber,86.52,green,summer,imported
cucumber_0326,cucumber,427.32,white,autumn,tropical
cucumber_0327,cucumber,420.34,red,spring,tropical
cucumber_0328,cucumber,294.91,white,winter,imported
cucumber_0329,cucumber,327.55,red,autumn,imported
cucumber_0330,cucumber,382.06,red,winter,local
cucumber_0331,cucumber,80.81,red,autumn,tropical
cucumber_0332,cucumber,464.34,orange,autumn,tropical
cucumber_0333,cucumber,292.25,white,winter,local
cucumber_0334,cucumber,215.8,green,autumn,tropical
cucumber_0335,cucumber,349.91,brown,winter,tropical
cucumber_0336,cucumber,254.46,white,winter,tropical
cucumber_0337,cucumber,161.77,orange,autumn,tropical
cucumber_0338,cucumber,242.42,yellow,autumn,tropical
cucumber_0339,cucumber,342.2,red,spring,tropical
cucumber_0340,cucumber,78.8,white,autumn,imported
cucumber_0341,cucumber,181.57,yellow,summer,local
cucumber_0342,cucumber,59.86,red,winter,local
cucumber_0343,cucumber,276.18,white,summer,local
cucumber_0344,cucumber,270.99,brown,winter,imported
cucumber_0345,cucumber,97.43,white,autumn,local
cucumber_0346,cucumber,234.35,yellow,autumn,local
cucumber_0347,cucumber,167.11,orange,summer,imported
cucumber_0348,cucumber,122.21,red,summer,tropical
cucumber_0349,cucumber,133.54,white,winter,tropical
cucumber_0350,cucumber,446.76,white,spring,local
cucumber_0351,cucumber,358.31,orange,autumn,tropical
cucumber_0352,cucumber,180.13,white,summer,imported
cucumber_0353,cucumber,162.48,red,spring,tropical
cucumber_0354,cucumber,291.0,brown,summer,local
cucumber_0355,cucumber,209.21,white,autumn,local
cucumber_0356,cucumber,405.18,orange,spring,local
cucumber_0357,cucumber,461.2,white,autumn,tropical
cucumber_0358,cucumber,197.03,orange,winter,tropical
cucumber_0359,cucumber,277.54,green,autumn,imported
cucumber_0360,cucumber,444.34,green,summer,local
cucumber_0361,cucumber,226.73,green,summer,imported
cucumber_0362,cucumber,276.41,yellow,spring,imported
cucumber_0363,cucumber,436.47,orange,autumn,local
cucumber_0364,cucumber,427.06,green,autumn,local
cucumber_0365,cucumber,386.76,brown,spring,tropical
cucumber_0366,cucumber,324.75,green,summer,local
cucumber_0367,cucumber,353.14,brown,summer,tropical
cucumber_0368,cucumber,362.28,orange,autumn,imported
cucumber_0369,cucumber,102.9,orange,autumn,local
cucumber_0370,cucumber,50.9,white,autumn,tropical
cucumber_0371,cucumber,379.58,green,winter,tropical
cucumber_0372,cucumber,122.61,yellow,winter,imported
cucumber_0373,cucumber,58.61,orange,spring,local
cucumber_0374,cucumber,450.88,brown,winter,local
cucumber_0375,cucumber,209.42,white,autumn,imported
cucumber_0376,cucumber,150.06,brown,autumn,local
cucumber_0377,cucumber,323.49,orange,spring,tropical
cucumber_0378,cucumber,75.98,white,summer,local
cucumber_0379,cucumber,155.39,white,autumn,imported
cucumber_0380,cucumber,481.94,green,winter,local
cucumber_0381,cucumber,300.6,white,autumn,imported
cucumber_0382,cucumber,243.02,yellow,spring,imported
cucumber_0383,cucumber,363.39,orange,autumn,local
cucumber_0384,cucumber,127.26,orange,autumn,tropical
cucumber_0385,cucumber,235.38,orange,spring,imported
cucumber_0386,cucumber,334.14,yellow,autumn,tropical
cucumber_0387,cucumber,101.93,green,autumn,tropical
cucumber_0388,cucumber,102.74,yellow,summer,local
cucumber_0389,cucumber,114.28,orange,summer,tropical
cucumber_0390,cucumber,142.81,yellow,winter,tropical
cucumber_0391,cucumber,453.05,white,winter,tropical
cucumber_0392,cucumber,278.51,red,summer,local
cucumber_0393,cucumber,58.16,orange,spring,tropical
cucumber_0394,cucumber,81.07,yellow,winter,local
cucumber_0395,cucumber,302.31,red,autumn,local
cucumber_0396,cucumber,359.88,yellow,summer,local
cucumber_0397,cucumber,54.49,green,autumn,tropical
cucumber_0398,cucumber,291.05,yellow,winter,imported
cucumber_0399,cucumber,419.62,red,spring,imported
cucumber_0400,cucumber,268.29,white,spring,imported
cucumber_0401,cucumber,406.2,brown,summer,imported
cucumber_0402,cucumber,132.55,white,summer,tropical
cucumber_0403,cucumber,447.15,yellow,summer,tropical
cucumber_0404,cucumber,84.06,orange,summer,tropical
cucumber_0405,cucumber,411.59,yellow,autumn,tropical
cucumber_0406,cucumber,141.56,yellow,autumn,tropical
cucumber_0407,cucumber,444.81,brown,summer,imported
cucumber_0408,cucumber,293.79,red,spring,imported
cucumber_0409,cucumber,79.95,white,summer,imported
cucumber_0410,cucumber,83.35,green,winter,local
cucumber_0411,cucumber,411.72,white,spring,tropical
cucumber_0412,cucumber,498.73,brown,winter,imported
cucumber_0413,cucumber,194.52,white,autumn,local
cucumber_0414,cucumber,207.73,orange,winter,local
cucumber_0415,cucumber,80.92,yellow,summer,tropical
cucumber_0416,cucumber,258.91,orange,spring,tropical
cucumber_0417,cucumber,345.53,orange,summer,imported
cucumber_0418,cucumber,53.76,green,autumn,local
cucumber_0419,cucumber,347.76,red,winter,local
cucumber_0420,cucumber,52.39,green,winter,tropical
cucumber_0421,cucumber,397.76,brown,winter,local
cucumber_0422,cucumber,79.91,green,summer,tropical
cucumber_0423,cucumber,312.67,red,summer,imported
cucumber_0424,cucumber,388.29,white,summer,imported
cucumber_0425,cucumber,283.1,yellow,winter,tropical
cucumber_0426,cucumber,352.02,orange,spring,imported
cucumber_0427,cucumber,384.01,brown,winter,tropical
cucumber_0428,cucumber,137.74,white,winter,local
cucumber_0429,cucumber,387.49,brown,summer,local
cucumber_0430,cucumber,391.42,brown,spring,imported
cucumber_0431,cucumber,344.36,brown,autumn,tropical
cucumber_0432,cucumber,310.46,orange,winter,tropical
cucumber_0433,cucumber,120.41,orange,autumn,imported
cucumber_0434,cucumber,372.38,red,winter,local
cucumber_0435,cucumber,141.01,brown,winter,local
cucumber_0436,cucumber,158.68,white,spring,imported
cucumber_0437,cucumber,241.18,brown,winter,tropical
cucumber_0438,cucumber,278.18,white,autumn,imported
cucumber_0439,cucumber,84.64,red,spring,imported
cucumber_0440,cucumber,222.26,brown,spring,tropical
cucumber_0441,cucumber,346.78,yellow,winter,tropical
cucumber_0442,cucumber,172.38,orange,summer,imported
cucumber_0443,cucumber,168.83,green,winter,imported
cucumber_0444,cucumber,336.37,white,summer,tropical
cucumber_0445,cucumber,171.28,yellow,summer,tropical
cucumber_0446,cucumber,362.59,white,summer,tropical
cucumber_0447,cucumber,317.89,orange,spring,tropical
cucumber_0448,cucumber,347.89,green,summer,tropical
cucumber_0449,cucumber,400.11,brown,spring,tropical
cucumber_0450,cucumber,134.48,green,autumn,imported
cucumber_0451,cucumber,364.53,green,autumn,local
cucumber_0452,cucumber,564.89,red,summer,imported
cucumber_0453,cucumber,65.15,brown,summer,tropical
cucumber_0454,cucumber,159.53,green,winter,tropical
cucumber_0455,cucumber,67.54,green,spring,local
cucumber_0456,cucumber,195.36,green,winter,tropical
cucumber_0457,cucumber,449.65,white,spring,imported
cucumber_0458,cucumber,455.43,yellow,winter,imported
cucumber_0459,cucumber,421.44,green,summer,imported
cucumber_0460,cucumber,162.05,brown,winter,local
cucumber_0461,cucumber,80.27,white,winter,tropical
cucumber_0462,cucumber,499.5,brown,spring,imported
cucumber_0463,cucumber,386.68,red,summer,local
cucumber_0464,cucumber,436.11,white,autumn,local
cucumber_0465,cucumber,602.8,white,autumn,tropical
cucumber_0466,cucumber,590.11,brown,winter,imported
cucumber_0467,cucumber,402.68,white,spring,imported
cucumber_0468,cucumber,190.75,orange,summer,tropical
cucumber_0469,cucumber,691.09,brown,spring,local
cucumber_0470,cucumber,330.68,orange,spring,imported
cucumber_0471,cucumber,67.52,brown,spring,imported
cucumber_0472,cucumber,328.79,orange,summer,tropical
cucumber_0473,cucumber,331.08,green,spring,local
cucumber_0474,cucumber,314.12,green,summer,tropical
cucumber_0475,cucumber,495.81,white,autumn,local
cucumber_0476,cucumber,249.03,green,winter,local
cucumber_0477,cucumber,225.15,brown,summer,tropical
cucumber_0478,cucumber,318.58,green,spring,imported
cucumber_0479,cucumber,468.11,white,summer,imported
cucumber_0480,cucumber,287.45,white,spring,imported
cucumber_0481,cucumber,498.03,green,winter,tropical
cucumber_0482,cucumber,342.28,red,summer,local
cucumber_0483,cucumber,371.8,yellow,winter,tropical
cucumber_0484,cucumber,74.01,orange,winter,local
cucumber_0485,cucumber,353.65,white,summer,tropical
cucumber_0486,cucumber,217.91,green,summer,local
cucumber_0487,cucumber,125.31,brown,winter,tropical
cucumber_0488,cucumber,360.9,red,summer,tropical
cucumber_0489,cucumber,341.89,white,autumn,local
cucumber_0490,cucumber,120.29,green,spring,tropical
cucumber_0491,cucumber,319.69,red,spring,local
cucumber_0492,cucumber,367.31,green,spring,tropical
cucumber_0493,cucumber,350.49,green,winter,tropical
cucumber_0494,cucumber,694.78,white,autumn,local
cucumber_0495,cucumber,324.36,white,autumn,imported
cucumber_0496,cucumber,427.17,orange,summer,local
cucumber_0497,cucumber,482.41,red,spring,local
cucumber_0498,cucumber,269.82,yellow,summer,local
cucumber_0499,cucumber,119.16,orange,spring,local
cucumber_0500,cucumber,174.66,orange,summer,local
cucumber_0501,cucumber,312.44,red,summer,tropical
cucumber_0502,cucumber,209.72,orange,summer,local
cucumber_0503,cucumber,64.28,red,winter,tropical
cucumber_0504,cucumber,88.05,orange,summer,tropical
cucumber_0505,cucumber,446.44,white,spring,tropical
cucumber_0506,cucumber,346.57,red,autumn,local
cucumber_0507,cucumber,438.35,white,spring,local
cucumber_0508,cucumber,138.49,red,spring,imported
cucumber_0509,cucumber,178.93,orange,summer,imported
cucumber_0510,cucumber,724.34,green,autumn,imported
cucumber_0511,cucumber,330.18,green,summer,imported
cucumber_0512,cucumber,259.25,orange,spring,imported
cucumber_0513,cucumber,78.08,green,summer,tropical
cucumber_0514,cucumber,80.16,white,summer,tropical
cucumber_0515,cucumber,417.64,orange,summer,tropical
cucumber_0516,cucumber,472.08,yellow,spring,tropical
cucumber_0517,cucumber,223.52,green,autumn,imported
cucumber_0518,cucumber,144.86,brown,summer,local
cucumber_0519,cucumber,261.1,red,autumn,imported
cucumber_0520,cucumber,95.44,orange,spring,tropical
cucumber_0521,cucumber,116.27,brown,autumn,tropical
cucumber_0522,cucumber,391.68,red,winter,imported
cucumber_0523,cucumber,247.88,orange,spring,local
cucumber_0524,cucumber,409.23,brown,spring,imported
cucumber_0525,cucumber,184.72,brown,autumn,tropical
cucumber_0526,cucumber,108.36,red,winter,tropical
cucumber_0527,cucumber,209.89,yellow,winter,imported
cucumber_0528,cucumber,78.15,white,winter,local
cucumber_0529,cucumber,414.06,green,spring,imported
cucumber_0530,cucumber,204.19,orange,summer,local
cucumber_0531,cucumber,119.72,red,summer,local
cucumber_0532,cucumber,268.04,green,spring,tropical
cucumber_0533,cucumber,303.53,red,summer,local
cucumber_0534,cucumber,111.72,brown,winter,imported
cucumber_0535,cucumber,277.48,yellow,summer,tropical
cucumber_0536,cucumber,330.8,red,spring,tropical
cucumber_0537,cucumber,269.53,white,autumn,tropical
cucumber_0538,cucumber,256.81,orange,summer,local
cucumber_0539,cucumber,420.07,white,spring,imported
cucumber_0540,cucumber,238.37,yellow,winter,tropical
cucumber_0541,cucumber,376.25,orange,autumn,local
cucumber_0542,cucumber,350.25,yellow,winter,tropical
cucumber_0543,cucumber,437.99,green,summer,imported
cucumber_0544,cucumber,292.11,green,summer,local
cucumber_0545,cucumber,495.25,yellow,autumn,imported
cucumber_0546,cucumber,217.16,brown,spring,imported
cucumber_0547,cucumber,270.23,orange,winter,tropical
cucumber_0548,cucumber,271.66,yellow,summer,local
cucumber_0549,cucumber,427.2,orange,autumn,tropical
cucumber_0550,cucumber,436.91,orange,autumn,imported
cucumber_0551,cucumber,197.7,brown,winter,tropical
cucumber_0552,cucumber,393.1,green,spring,imported
cucumber_0553,cucumber,138.39,orange,summer,imported
cucumber_0554,cucumber,128.97,green,spring,tropical
